,Name_collection,N_elements,Rank,Score,Items,Price
461,boredapeyachtclub,5978,3613,115.4544,6,500.00000000000006
462,boredapeyachtclub,5986,5677,95.7581,5,187.00000000000003
463,boredapeyachtclub,6054,75,261.8615,7,405.0
464,boredapeyachtclub,6135,3366,118.0022,6,250.00000000000003
465,boredapeyachtclub,6146,298,221.3479,7,430.0
466,boredapeyachtclub,6152,1736,144.7384,6,220.0
467,boredapeyachtclub,6165,6292,91.1395,6,332.99999999999994
468,boredapeyachtclub,6167,1662,146.8085,7,175.54999999999995
469,boredapeyachtclub,6172,392,210.408,6,250.00000000000003
470,boredapeyachtclub,6174,6214,91.6461,6,140.00000000000003
471,boredapeyachtclub,6220,4435,106.7739,5,160.0
472,boredapeyachtclub,6222,5186,99.6794,6,140.00000000000003
473,boredapeyachtclub,6225,9611,65.129,6,299.99999999999994
474,boredapeyachtclub,6231,2810,124.7341,7,1200.0
475,boredapeyachtclub,6234,6277,91.2149,5,175.00000000000003
476,boredapeyachtclub,6256,880,177.6528,7,488.0
477,boredapeyachtclub,6270,2123,136.6916,7,264.99999999999994
478,boredapeyachtclub,6286,2867,123.7814,7,149.99999999999997
479,boredapeyachtclub,6313,4642,104.7638,6,888.0
480,boredapeyachtclub,6317,9910,58.4032,5,500.00000000000006
481,boredapeyachtclub,6319,9373,68.109,6,148.99999999999997
482,boredapeyachtclub,6325,3989,111.3898,6,139.69
483,boredapeyachtclub,6327,738,185.1282,4,500.00000000000006
484,boredapeyachtclub,6337,6161,91.9756,6,160.99999999999997
485,boredapeyachtclub,6365,361,214.3165,7,420.69
486,boredapeyachtclub,6369,2002,138.9735,6,250.00000000000003
487,boredapeyachtclub,6381,3360,118.0694,6,250.00000000000003
488,boredapeyachtclub,6392,7021,85.9346,5,1337.0
489,boredapeyachtclub,6394,8084,78.9746,5,239.0
490,boredapeyachtclub,6405,8363,76.9973,6,141.00000000000003
491,boredapeyachtclub,6415,3410,117.5489,7,175.00000000000003
492,boredapeyachtclub,6422,4982,101.5595,5,175.00000000000003
493,boredapeyachtclub,6423,1555,150.4328,6,295.0000000000001
494,boredapeyachtclub,6436,1703,145.5934,6,649.9999999999999
495,boredapeyachtclub,6446,2362,132.0097,5,1200.0
496,boredapeyachtclub,6451,3847,112.7184,5,305.12000000000006
497,boredapeyachtclub,6469,4949,101.8072,6,420.69
498,boredapeyachtclub,6486,1394,155.1378,7,275.00000000000006
499,boredapeyachtclub,6500,7491,82.9135,5,144.99999999999997
500,boredapeyachtclub,6510,1858,141.8523,7,179.99999999999997
501,boredapeyachtclub,6512,2539,128.9076,6,161.61600000000004
502,boredapeyachtclub,6523,7554,82.6294,6,134.99999999999997
503,boredapeyachtclub,6567,2907,123.3605,6,299.99999999999994
504,boredapeyachtclub,6572,389,210.7829,6,299.99999999999994
505,boredapeyachtclub,6573,4356,107.7221,6,155.00000000000003
506,boredapeyachtclub,6580,1450,153.5977,6,250.00000000000003
507,boredapeyachtclub,6587,9715,63.8067,6,164.99
509,boredapeyachtclub,6647,6342,90.7436,5,222.0
510,boredapeyachtclub,6713,9541,66.1583,6,199.00000000000003
511,boredapeyachtclub,6728,2185,135.616,7,128.99999999999997
512,boredapeyachtclub,6729,2069,137.6341,5,400.0
513,boredapeyachtclub,6775,1962,139.6334,6,299.99999999999994
514,boredapeyachtclub,6776,314,219.3036,6,500.00000000000006
515,boredapeyachtclub,6791,8049,79.26,5,270.42
516,boredapeyachtclub,6796,8138,78.6148,5,215.0
517,boredapeyachtclub,6803,4494,106.055,6,134.99999999999997
518,boredapeyachtclub,6816,4083,110.5778,6,131.93104354971845
519,boredapeyachtclub,6817,5579,96.4642,6,375.0
520,boredapeyachtclub,6833,142,242.731,6,500.00000000000006
521,boredapeyachtclub,6850,8744,74.0843,6,153.0
522,boredapeyachtclub,6873,476,202.0191,4,233.0
523,boredapeyachtclub,6881,2984,122.3775,6,665.9999999999999
524,boredapeyachtclub,6883,8372,76.9204,6,170.0
525,boredapeyachtclub,6901,2792,125.0687,7,199.00000000000003
526,boredapeyachtclub,6905,700,187.5202,4,388.0
527,boredapeyachtclub,6910,2310,132.9404,6,350.00000000000006
529,boredapeyachtclub,6918,3072,121.3179,6,332.99999999999994
530,boredapeyachtclub,6931,8477,76.108,5,199.00000000000003
531,boredapeyachtclub,7006,2330,132.7059,7,299.0
532,boredapeyachtclub,7017,120,247.7365,7,250.00000000000003
533,boredapeyachtclub,7018,1323,157.6169,5,245.0
534,boredapeyachtclub,7054,449,204.5075,4,248.99999999999997
535,boredapeyachtclub,7082,9472,66.9858,6,156.0
536,boredapeyachtclub,7096,1222,161.6652,7,332.99999999999994
537,boredapeyachtclub,7109,1276,159.444,6,198.00000000000003
538,boredapeyachtclub,7133,4946,101.845,5,187.00000000000003
539,boredapeyachtclub,7140,5160,99.9093,6,174.0
540,boredapeyachtclub,7151,7028,85.9168,6,178.00000000000003
541,boredapeyachtclub,7162,7666,81.8775,6,808.0
542,boredapeyachtclub,7204,5753,95.1232,6,179.99999999999997
543,boredapeyachtclub,7221,9350,68.3737,6,141.99999999999997
544,boredapeyachtclub,7256,1172,163.2138,5,250.00000000000003
545,boredapeyachtclub,7265,14,307.8965,7,554.9999999999999
546,boredapeyachtclub,7266,2699,126.3506,6,350.00000000000006
547,boredapeyachtclub,7269,8515,75.8317,5,548.9999999999999
548,boredapeyachtclub,7270,8073,79.0442,6,144.99999999999997
549,boredapeyachtclub,7277,6964,86.338,6,500.00000000000006
550,boredapeyachtclub,7296,7297,84.141,5,240.0
551,boredapeyachtclub,7301,7943,79.9323,5,139.00000000000003
552,boredapeyachtclub,7328,891,176.6293,7,399.0
553,boredapeyachtclub,7339,9132,70.6636,5,195.0
554,boredapeyachtclub,7355,4542,105.6707,5,321.99999999999994
555,boredapeyachtclub,7358,3280,118.9615,6,188.0
556,boredapeyachtclub,7400,8956,72.2004,6,554.9999999999999
557,boredapeyachtclub,7438,4938,101.913,6,144.99999999999997
558,boredapeyachtclub,7446,2775,125.2689,6,288.0
559,boredapeyachtclub,7450,1720,145.0962,6,380.00000000000006
560,boredapeyachtclub,7451,2067,137.6487,6,220.0
561,boredapeyachtclub,7456,944,174.4259,7,222.22
562,boredapeyachtclub,7457,2505,129.4331,6,169.0
563,boredapeyachtclub,7467,2088,137.2757,7,500.00000000000006
564,boredapeyachtclub,7488,2294,133.3059,6,289.0
565,boredapeyachtclub,7490,1764,143.9965,6,250.00000000000003
566,boredapeyachtclub,7524,863,178.2407,4,216.0
567,boredapeyachtclub,7528,3725,114.2016,6,155.00000000000003
568,boredapeyachtclub,7537,6649,88.5455,6,1024.0
569,boredapeyachtclub,7564,1659,146.8292,7,366.666
570,boredapeyachtclub,7565,224,228.9961,6,3500.000000000001
571,boredapeyachtclub,7583,6893,86.7703,6,222.22
572,boredapeyachtclub,7589,3915,112.0892,6,350.00000000000006
573,boredapeyachtclub,7602,1686,146.2184,6,230.0
574,boredapeyachtclub,7606,1455,153.4548,6,223.0
575,boredapeyachtclub,7611,1802,143.0206,5,500.00000000000006
576,boredapeyachtclub,7616,5,330.925,7,1231.0000000000002
577,boredapeyachtclub,7654,1668,146.705,6,299.99999999999994
578,boredapeyachtclub,7656,6254,91.3295,6,500.00000000000006
579,boredapeyachtclub,7693,6310,90.9874,6,175.00000000000003
580,boredapeyachtclub,7696,8815,73.4626,5,299.99999999999994
581,boredapeyachtclub,7725,87,257.3334,7,299.99999999999994
582,boredapeyachtclub,7762,8764,73.9073,5,200.0
583,boredapeyachtclub,7769,5221,99.4358,6,169.69
584,boredapeyachtclub,7800,200,231.8703,7,400.0
585,boredapeyachtclub,7818,3859,112.5869,5,160.0
586,boredapeyachtclub,7825,6405,90.2986,6,179.99990000000005
587,boredapeyachtclub,7830,5927,93.7644,6,269.99999999999994
588,boredapeyachtclub,7835,5478,97.3181,6,179.99999999999997
589,boredapeyachtclub,7838,8182,78.2902,6,400.0
590,boredapeyachtclub,7845,1379,155.5812,7,554.9999999999999
591,boredapeyachtclub,7861,5938,93.5854,6,190.00000000000003
592,boredapeyachtclub,7882,821,180.8938,7,420.69
593,boredapeyachtclub,7897,3817,113.1061,5,200.0
594,boredapeyachtclub,7910,780,182.9337,4,189.0
595,boredapeyachtclub,7914,7117,85.3955,6,141.99999999999997
596,boredapeyachtclub,7925,7101,85.5075,6,185.0
597,boredapeyachtclub,7941,6068,92.6663,5,130.50000000000003
598,boredapeyachtclub,7947,5838,94.5018,5,1000.0
599,boredapeyachtclub,7975,3013,121.9904,6,332.99999999999994
600,boredapeyachtclub,7981,2586,128.0826,7,450.0
601,boredapeyachtclub,7999,4098,110.3923,5,342.069
602,boredapeyachtclub,8041,3166,120.1992,7,155.00000000000003
603,boredapeyachtclub,8058,457,203.9648,7,250.00000000000003
604,boredapeyachtclub,8083,6304,91.0591,6,248.99999999999997
605,boredapeyachtclub,8097,81,258.4553,7,1499.9999999999998
606,boredapeyachtclub,8131,432,205.9283,5,200.0
607,boredapeyachtclub,8150,875,177.8123,6,420.69
608,boredapeyachtclub,8152,6416,90.1982,6,130.0
609,boredapeyachtclub,8158,1669,146.6852,6,777.0
610,boredapeyachtclub,8169,3746,113.8844,7,159.48999999999998
611,boredapeyachtclub,8174,5084,100.46,6,178.99999999999997
612,boredapeyachtclub,8175,1244,160.6993,7,210.0
613,boredapeyachtclub,8185,89,256.9188,7,400.0
614,boredapeyachtclub,8208,913,175.5994,6,250.00000000000003
615,boredapeyachtclub,8216,5994,93.2425,6,350.00000000000006
616,boredapeyachtclub,8229,6006,93.1224,6,14999.999999999998
617,boredapeyachtclub,8266,1570,149.9929,5,200.0
618,boredapeyachtclub,8274,212,230.6821,6,700.0000000000001
619,boredapeyachtclub,8277,9725,63.6084,5,144.0
620,boredapeyachtclub,8295,1497,152.3117,6,888.0
621,boredapeyachtclub,8299,3558,115.8621,7,148.99999999999997
622,boredapeyachtclub,8301,9387,67.9485,5,199.00000000000003
623,boredapeyachtclub,8307,1594,149.2006,7,2499.9999999999995
624,boredapeyachtclub,8340,2101,137.0338,7,206.9
625,boredapeyachtclub,8345,8549,75.5445,6,144.99999999999997
626,boredapeyachtclub,8364,9688,64.2778,6,140.00000000000003
627,boredapeyachtclub,8367,2672,126.7272,6,130.0
628,boredapeyachtclub,8372,6703,88.1828,5,139.00000000000003
629,boredapeyachtclub,8402,3675,114.7234,6,348.0
630,boredapeyachtclub,8420,1029,169.5176,6,220.0
631,boredapeyachtclub,8429,3412,117.5291,6,332.99999999999994
632,boredapeyachtclub,8431,7756,81.2534,6,191.9
633,boredapeyachtclub,8436,195,232.105,6,749.9999999999999
634,boredapeyachtclub,8438,284,222.739,6,250.00000000000003
635,boredapeyachtclub,8446,5829,94.5737,6,178.99999999999997
636,boredapeyachtclub,8469,9738,63.3197,5,175.00000000000003
637,boredapeyachtclub,8470,8055,79.2015,6,260.0
638,boredapeyachtclub,8489,1434,154.1272,7,999.0000000000005
639,boredapeyachtclub,8507,3995,111.3206,5,173.00000000000003
640,boredapeyachtclub,8516,1003,171.1144,7,300.68999999999994
642,boredapeyachtclub,8523,6235,91.4725,6,299.99999999999994
643,boredapeyachtclub,8577,564,195.2516,7,350.00000000000006
644,boredapeyachtclub,8603,4099,110.3906,7,176.9
645,boredapeyachtclub,8652,4725,104.0205,6,299.99999999999994
646,boredapeyachtclub,8659,6211,91.6609,6,139.00000000000003
647,boredapeyachtclub,8663,1692,146.1062,7,499.0
648,boredapeyachtclub,8728,5666,95.8158,6,420.0
649,boredapeyachtclub,8731,4555,105.5796,6,199.00000000000003
650,boredapeyachtclub,8737,3729,114.1209,7,133.99999999999997
651,boredapeyachtclub,8738,5292,98.7625,5,280.00000000000006
652,boredapeyachtclub,8742,1025,169.873,4,500.00000000000006
653,boredapeyachtclub,8747,7439,83.2296,6,888.0
654,boredapeyachtclub,8766,7519,82.7992,6,219.0
655,boredapeyachtclub,8788,1301,158.524,6,185.0
656,boredapeyachtclub,8803,7412,83.4484,5,149.99999999999997
657,boredapeyachtclub,8819,6226,91.5355,5,165.0
658,boredapeyachtclub,8842,1829,142.4346,6,299.99999999999994
659,boredapeyachtclub,8851,7113,85.4116,6,140.00000000000003
660,boredapeyachtclub,8874,2127,136.647,6,332.99999999999994
661,boredapeyachtclub,8879,5769,94.9592,6,250.00000000000003
662,boredapeyachtclub,8880,2342,132.4643,5,888.0
663,boredapeyachtclub,8883,4926,102.03,5,183.0
664,boredapeyachtclub,8888,3964,111.6441,6,888.8000000000002
665,boredapeyachtclub,8918,3057,121.4926,6,330.0
666,boredapeyachtclub,8926,3413,117.5241,6,188.0
667,boredapeyachtclub,8931,3713,114.2865,5,420.0
669,boredapeyachtclub,8967,1384,155.4557,6,247.0
670,boredapeyachtclub,8975,6413,90.2189,6,199.99000000000004
671,boredapeyachtclub,9029,5664,95.8308,5,200.0
672,boredapeyachtclub,9043,2545,128.8468,7,350.00000000000006
673,boredapeyachtclub,9045,8464,76.2031,5,134.99999999999997
674,boredapeyachtclub,9052,215,230.1267,6,250.00000000000003
675,boredapeyachtclub,9053,8926,72.4672,6,175.00000000000003
676,boredapeyachtclub,9054,1878,141.4972,7,151.00000000000003
677,boredapeyachtclub,9078,8444,76.3672,6,185.85
678,boredapeyachtclub,9108,5776,94.9311,6,199.00000000000003
679,boredapeyachtclub,9113,3349,118.1675,5,324.99999999999994
680,boredapeyachtclub,9135,256,225.8706,7,665.9999999999999
681,boredapeyachtclub,9141,7599,82.3375,5,350.00000000000006
682,boredapeyachtclub,9145,1715,145.2265,7,148.99999999999997
683,boredapeyachtclub,9152,5165,99.8484,6,165.0
684,boredapeyachtclub,9180,5159,99.9151,6,299.99999999999994
685,boredapeyachtclub,9195,736,185.2231,4,399.0
686,boredapeyachtclub,9198,7044,85.8304,5,158.91570536632707
687,boredapeyachtclub,9239,7064,85.7232,6,199.00000000000003
688,boredapeyachtclub,9241,6617,88.7971,6,142.069
689,boredapeyachtclub,9253,8410,76.6157,5,288.0
690,boredapeyachtclub,9293,2658,127.0115,7,144.99999999999997
691,boredapeyachtclub,9296,4317,108.1431,5,420.0
692,boredapeyachtclub,9311,464,203.2828,6,350.00000000000006
693,boredapeyachtclub,9312,2322,132.799,6,250.00000000000003
694,boredapeyachtclub,9315,45,281.2442,7,369.0
695,boredapeyachtclub,9331,2585,128.0997,6,178.99999999999997
696,boredapeyachtclub,9375,1127,165.002,7,299.0
697,boredapeyachtclub,9377,2612,127.674,5,500.00000000000006
698,boredapeyachtclub,9384,7387,83.6098,5,215.0
699,boredapeyachtclub,9393,6966,86.3144,5,240.0
700,boredapeyachtclub,9401,4480,106.2342,6,185.0
701,boredapeyachtclub,9414,9010,71.8169,6,488.0
702,boredapeyachtclub,9441,9042,71.5448,6,500.00000000000006
703,boredapeyachtclub,9445,7956,79.8364,5,149.99999999999997
704,boredapeyachtclub,9448,1937,140.3046,5,186.0
705,boredapeyachtclub,9449,699,187.5734,5,999.0000000000005
706,boredapeyachtclub,9463,410,207.9457,4,554.9999999999999
707,boredapeyachtclub,9464,3862,112.5574,6,179.99999999999997
708,boredapeyachtclub,9467,2395,131.273,7,420.0
709,boredapeyachtclub,9468,5498,97.1647,6,500.00000000000006
710,boredapeyachtclub,9507,753,184.2201,4,349.0
711,boredapeyachtclub,9524,2102,137.0205,6,213.069
712,boredapeyachtclub,9526,2578,128.2307,5,169.0
713,boredapeyachtclub,9562,4210,109.2717,6,199.00000000000003
714,boredapeyachtclub,9564,297,221.4447,7,999.0000000000005
715,boredapeyachtclub,9598,2962,122.597,5,200.0
716,boredapeyachtclub,9607,1014,170.4052,4,6969.000000000002
717,boredapeyachtclub,9620,8186,78.2619,6,225.0
718,boredapeyachtclub,9623,8455,76.3039,6,190.00000000000003
719,boredapeyachtclub,9637,469,202.7966,7,438.88000000000005
720,boredapeyachtclub,9648,1311,158.1443,7,500.00000000000006
721,boredapeyachtclub,9670,7822,80.7872,6,420.0
722,boredapeyachtclub,9709,7094,85.5444,6,200.0
723,boredapeyachtclub,9728,465,203.2539,5,720.6899999999997
724,boredapeyachtclub,9742,2995,122.26,7,500.00000000000006
725,boredapeyachtclub,9763,4599,105.1538,6,139.00000000000003
726,boredapeyachtclub,9767,2130,136.6303,7,160.0
727,boredapeyachtclub,9774,1832,142.3852,7,315.00000000000006
728,boredapeyachtclub,9789,9635,64.9079,5,149.69
729,boredapeyachtclub,9790,5752,95.1235,6,160.0
730,boredapeyachtclub,9815,1566,150.1051,6,380.00000000000006
731,boredapeyachtclub,9821,6494,89.601,6,435.0
