,N_elements,Rank,Score,Items,Price,close_price_eth
3291,9192,5066,59.78,2,0.9,207.15869140625
3292,9192,5066,59.78,2,5.9,1391.609375
3294,9223,7794,50.0555,2,49.0,2536.2099609375
3295,9223,7794,50.0555,2,69.0,2561.85205078125
3301,9420,2212,81.3182,2,1.9,377.2688598632813
3302,9420,2212,81.3182,2,65.0,3319.25732421875
3303,9420,2212,81.3182,2,54.2,3242.115478515625
3304,9420,2212,81.3182,2,0.49,170.9481658935547
3305,9420,2212,81.3182,2,0.4,124.5190200805664
3311,9522,2304,79.0774,2,88.0,2890.941650390625
3313,9530,2035,84.603,2,1.65,134.7579803466797
3315,9532,6436,54.763,2,19.99,2107.88720703125
3316,9532,6436,54.763,2,70.0,3319.25732421875
3317,9532,6436,54.763,2,15.75,2143.2255859375
3318,9532,6436,54.763,2,79.14,3172.456298828125
3320,9543,6436,54.763,2,12.99,1848.458251953125
3325,9654,1166,109.8981,2,9.5,1040.2330322265625
3326,9654,1166,109.8981,2,43.0,1988.456298828125
3332,9781,3435,66.4299,2,0.6900000000000001,135.06936645507812
3333,9781,3435,66.4299,2,82.0,3224.915283203125
3334,9781,3435,66.4299,2,43.99,2890.941650390625
3335,9781,3435,66.4299,2,46.66,2890.941650390625
3336,9781,3435,66.4299,2,9.0,1746.6168212890625
3337,9781,3435,66.4299,2,19.0,2324.679443359375
3338,9781,3435,66.4299,2,1.2,225.38706970214844
3340,9828,2344,78.4378,2,58.97,2890.941650390625
3341,9828,2344,78.4378,2,1.5,195.62266540527344
3342,9828,2344,78.4378,2,1.2,144.22659301757812
3345,9843,6436,54.763,2,1.0,195.62266540527344
3347,9905,1502,99.739,2,34.98,2502.349609375
3348,9905,1502,99.739,2,34.88,2561.85205078125
3349,9905,1502,99.739,2,72.0,3319.25732421875
3350,9905,1502,99.739,2,22.0,2191.373779296875
3351,9905,1502,99.739,2,3.5,517.4937133789062
3354,1394,9464,38.252,2,44.0,3322.211669921875
3355,1394,9464,38.252,2,69.0,3319.25732421875
3356,1394,9464,38.252,2,81.0,3172.456298828125
3357,1394,9464,38.252,2,7.8,1814.10986328125
3358,1830,7545,50.9701,2,53.9,3322.211669921875
3359,1830,7545,50.9701,2,18.5,1935.60107421875
3361,3944,1437,100.733,2,31.99,2093.122802734375
3362,3944,1437,100.733,2,30.0,1935.60107421875
3364,4373,2212,81.3182,2,65.0,3322.211669921875
3365,4373,2212,81.3182,2,18.0,1829.2392578125
3367,5419,3807,63.5709,2,56.0,3322.211669921875
3368,5979,2665,76.6857,2,45.0,3322.211669921875
3369,5979,2665,76.6857,2,43.98,2827.328857421875
3370,5979,2665,76.6857,2,48.99,3182.7021484375
3371,5979,2665,76.6857,2,55.0,2890.941650390625
3372,5979,2665,76.6857,2,25.0,2233.36669921875
3374,7637,1104,113.7421,2,43.0,1716.49462890625
3375,7693,4988,60.2189,2,43.0,3322.211669921875
3376,7693,4988,60.2189,2,41.0,3043.414306640625
3377,7693,4988,60.2189,2,9.5,1781.0675048828125
3378,7758,5694,55.8448,2,69.5,3322.211669921875
3379,7758,5694,55.8448,2,33.99,2536.2099609375
3381,7758,5694,55.8448,2,26.99,1817.6241455078125
3382,7758,5694,55.8448,2,25.0,1817.6241455078125
3383,7758,5694,55.8448,2,24.0,2088.57373046875
3384,7758,5694,55.8448,2,27.5,1812.6346435546875
3385,7758,5694,55.8448,2,50.0,3013.732666015625
3386,8334,2212,81.3182,2,59.99,3322.211669921875
3387,8334,2212,81.3182,2,36.0,2536.2099609375
3389,8334,2212,81.3182,2,34.5,3431.086181640625
3390,9361,1810,86.4193,2,60.0,3322.211669921875
3391,9361,1810,86.4193,2,0.7000000000000001,143.96377563476562
3392,9361,1810,86.4193,2,0.99,231.1134185791016
3393,9361,1810,86.4193,2,0.25,189.78912353515625
3394,9361,1810,86.4193,2,0.98,213.4511108398437
3395,9361,1810,86.4193,2,0.3,128.13095092773438
3396,9361,1810,86.4193,2,1.49,379.5128479003906
3398,9508,3503,65.4884,2,27.68,1817.6241455078125
3399,9508,3503,65.4884,2,27.99,3431.086181640625
3400,9508,3503,65.4884,2,23.99,2746.380126953125
3401,9508,3503,65.4884,2,24.99,2364.751708984375
3402,9508,3503,65.4884,2,29.99,1846.03369140625
3403,9508,3503,65.4884,2,28.0,3902.647705078125
3404,9673,2565,77.5395,2,45.0,3322.211669921875
3405,9673,2565,77.5395,2,22.9,1723.15380859375
3406,9673,2565,77.5395,2,41.0,2724.619873046875
3407,9673,2565,77.5395,2,22.5,1416.0489501953125
3408,9673,2565,77.5395,2,23.0,1817.296630859375
3409,9673,2565,77.5395,2,20.0,1702.842041015625
3410,702,4485,62.7399,2,46.69,3043.414306640625
3411,702,4485,62.7399,2,88.88,3270.600830078125
3412,702,4485,62.7399,2,19.75,2237.136962890625
3413,702,4485,62.7399,2,21.0,2237.136962890625
3414,702,4485,62.7399,2,17.78,1723.15380859375
3415,702,4485,62.7399,2,17.0,1723.15380859375
3416,702,4485,62.7399,2,48.69,3286.935302734375
3417,702,4485,62.7399,2,50.69,2890.941650390625
3418,702,4485,62.7399,2,15.0,1868.048828125
3419,817,1502,99.739,2,47.6,3043.414306640625
3421,817,1502,99.739,2,42.0,3164.2451171875
3422,1504,6436,54.763,2,47.7,3043.414306640625
3423,1504,6436,54.763,2,24.99,2945.892822265625
3424,1689,6436,54.763,2,55.0,3043.414306640625
3426,1689,6436,54.763,2,24.49,2466.96142578125
3427,1941,1810,86.4193,2,79.9,3043.414306640625
3428,1941,1810,86.4193,2,33.0,2072.10888671875
3429,1941,1810,86.4193,2,59.0,2561.85205078125
3430,1941,1810,86.4193,2,69.9,2724.619873046875
3431,1941,1810,86.4193,2,88.0,3156.509521484375
3432,1941,1810,86.4193,2,38.0,1994.331298828125
3434,3064,1336,102.8128,2,40.99,1806.9718017578125
3435,3064,1336,102.8128,2,56.0,2466.96142578125
3438,3697,2344,78.4378,2,65.0,1492.6087646484375
3440,3968,5066,59.78,2,51.38,3043.414306640625
3441,3978,5066,59.78,2,70.0,3043.414306640625
3442,3978,5066,59.78,2,46.0,2536.2099609375
3443,3978,5066,59.78,2,40.0,2237.136962890625
3444,5404,5768,55.7841,2,59.69,3043.414306640625
3446,5404,5768,55.7841,2,8.09,1781.0675048828125
3447,5404,5768,55.7841,2,20.0,2736.488525390625
3448,5404,5768,55.7841,2,6.5,1843.5325927734373
3449,5404,5768,55.7841,2,5.6,1744.243408203125
3450,5404,5768,55.7841,2,5.5,682.642333984375
3453,5969,8278,49.7292,2,58.5,3043.414306640625
3454,5969,8278,49.7292,2,49.0,3141.691162109375
3455,5969,8278,49.7292,2,1.0,379.5128479003906
3456,6620,731,146.0171,2,55.98,3043.414306640625
3457,6620,731,146.0171,2,61.49,3319.25732421875
3459,6620,731,146.0171,2,24.99,2036.7210693359373
3461,6620,731,146.0171,2,16.69,2855.12646484375
3462,6620,731,146.0171,2,7.39,731.5201416015625
3463,6620,731,146.0171,2,5.5,353.956787109375
3466,6788,2665,76.6857,2,55.25,3043.414306640625
3467,6788,2665,76.6857,2,0.43,172.65321350097656
3468,6788,2665,76.6857,2,5.75,1253.1871337890625
3469,6788,2665,76.6857,2,23.6,1935.60107421875
3470,6788,2665,76.6857,2,29.0,1570.2039794921875
3471,6788,2665,76.6857,2,37.69,2561.85205078125
3472,6788,2665,76.6857,2,37.0,2561.85205078125
3473,6788,2665,76.6857,2,44.44,2724.619873046875
3474,6788,2665,76.6857,2,55.0,3013.732666015625
3475,6788,2665,76.6857,2,24.37,2146.6923828125
3476,6788,2665,76.6857,2,7.65,1225.6781005859375
3477,6788,2665,76.6857,2,4.75,1233.53759765625
3478,6788,2665,76.6857,2,5.0,1230.9906005859375
3479,7429,7794,50.0555,2,46.69,3043.414306640625
3480,7429,7794,50.0555,2,13.75,2608.26708984375
3481,7429,7794,50.0555,2,34.34,2561.85205078125
3482,7429,7794,50.0555,2,67.47,3319.25732421875
3483,7429,7794,50.0555,2,53.11,3319.25732421875
3484,7429,7794,50.0555,2,22.97,2952.05615234375
3485,7913,3503,65.4884,2,59.9,3043.414306640625
3486,7913,3503,65.4884,2,37.0,2536.2099609375
3487,7913,3503,65.4884,2,73.88,3319.25732421875
3488,8113,8278,49.7292,2,57.0,3043.414306640625
3489,8113,8278,49.7292,2,29.99,2299.187744140625
3490,8113,8278,49.7292,2,82.14,3319.25732421875
3491,8113,8278,49.7292,2,57.0,3164.2451171875
3492,8113,8278,49.7292,2,24.0,1772.1024169921875
3493,8671,9464,38.252,2,46.2,3043.414306640625
3494,8671,9464,38.252,2,5.0,352.5790100097656
3495,8671,9464,38.252,2,44.0,3014.845947265625
3496,8671,9464,38.252,2,5.09,353.956787109375
3497,8751,4485,62.7399,2,0.0,3043.414306640625
3498,8751,4485,62.7399,2,0.0,3043.414306640625
3499,8751,4485,62.7399,2,46.67,3043.414306640625
3500,8751,4485,62.7399,2,4.69,1040.2330322265625
3501,8751,4485,62.7399,2,14.75,1935.60107421875
3502,8751,4485,62.7399,2,47.99,3286.935302734375
3503,8751,4485,62.7399,2,53.99,3319.25732421875
3504,8751,4485,62.7399,2,35.7,2827.328857421875
3505,8751,4485,62.7399,2,5.0,1207.1121826171875
3506,8751,4485,62.7399,2,6.5,1814.10986328125
3507,8751,4485,62.7399,2,4.2,1236.51220703125
3509,9578,1398,101.7571,2,36.6,2139.664794921875
3510,9578,1398,101.7571,2,36.0,2773.20703125
3511,1,5066,59.78,2,60.0,614.842529296875
3512,1,5066,59.78,2,31.0,165.94720458984375
3513,1586,3720,63.7399,2,2.6,614.842529296875
3514,1586,3720,63.7399,2,26.0,1819.6849365234373
3515,1586,3720,63.7399,2,23.99,1446.03369140625
3516,1586,3720,63.7399,2,3.4,634.8541870117188
3517,1586,3720,63.7399,2,4.8,626.4107055664062
3518,5939,7304,51.8542,2,3.9,614.842529296875
3519,5939,7304,51.8542,2,5.0,352.1832580566406
3520,5939,7304,51.8542,2,0.35,150.35963439941406
3521,5939,7304,51.8542,2,0.5,167.62344360351562
3522,6226,3720,63.7399,2,3.85,614.842529296875
3523,6226,3720,63.7399,2,45.0,2536.2099609375
3524,6226,3720,63.7399,2,45.0,2536.2099609375
3525,6226,3720,63.7399,2,5.75,355.159423828125
3526,6226,3720,63.7399,2,46.0,2502.349609375
3527,6226,3720,63.7399,2,11.0,1805.0841064453125
3528,6226,3720,63.7399,2,53.88,2827.328857421875
3529,6226,3720,63.7399,2,1.4,351.1100158691406
3530,6226,3720,63.7399,2,6.0,375.1420593261719
3531,6226,3720,63.7399,2,4.85,386.59033203125
3532,6226,3720,63.7399,2,1.11,210.9331512451172
3533,2905,6280,54.8952,2,4.0,570.6866455078125
3534,2905,6280,54.8952,2,21.97,2952.05615234375
3535,3759,3503,65.4884,2,2.69,570.6866455078125
3536,3759,3503,65.4884,2,35.0,2561.85205078125
3537,3759,3503,65.4884,2,32.99,2561.85205078125
3538,3759,3503,65.4884,2,2.15,384.3645324707031
3539,3759,3503,65.4884,2,3.1,634.8541870117188
3540,3759,3503,65.4884,2,39.69,2827.328857421875
3541,3759,3503,65.4884,2,14.99,4079.057373046875
3542,7238,8687,47.8441,2,2.69,570.6866455078125
3543,7238,8687,47.8441,2,0.92,207.169189453125
3544,7238,8687,47.8441,2,15.48,2353.768798828125
3545,7238,8687,47.8441,2,1.94,384.3645324707031
3546,7238,8687,47.8441,2,2.9,654.8119506835938
3547,2242,8909,47.3371,2,4.0,608.4540405273438
3548,2242,8909,47.3371,2,24.9,1459.97314453125
3549,2242,8909,47.3371,2,6.9,1230.9906005859375
3550,2242,8909,47.3371,2,0.1,387.7312622070313
3551,2242,8909,47.3371,2,5.7,387.7312622070313
3552,6536,5768,55.7841,2,3.0,608.4540405273438
3553,6536,5768,55.7841,2,1.0,207.169189453125
3554,6536,5768,55.7841,2,3.3,357.4385070800781
3555,6536,5768,55.7841,2,9.99,1781.0675048828125
3556,6536,5768,55.7841,2,0.3,183.9257202148437
3557,6536,5768,55.7841,2,5.9,359.9378662109375
3558,6536,5768,55.7841,2,0.76,477.0519104003906
3559,7911,8909,47.3371,2,3.2,608.4540405273438
3560,7911,8909,47.3371,2,5.6,352.5790100097656
3561,7911,8909,47.3371,2,5.3,381.1907653808594
3562,7911,8909,47.3371,2,1.0,207.169189453125
3563,7911,8909,47.3371,2,5.5,346.5220947265625
3564,7911,8909,47.3371,2,5.7,359.9378662109375
3565,7911,8909,47.3371,2,4.3,370.9675903320313
3566,8900,275,299.5341,2,15.0,608.4540405273438
3567,8900,275,299.5341,2,16.0,1594.7626953125
3568,3914,8687,47.8441,2,3.0,558.068115234375
3570,3914,8687,47.8441,2,1.1,134.1717071533203
3571,3914,8687,47.8441,2,42.0,2139.353271484375
3572,3914,8687,47.8441,2,25.0,1935.60107421875
3573,3914,8687,47.8441,2,42.0,1781.992919921875
3574,3914,8687,47.8441,2,66.66,2561.85205078125
3575,3914,8687,47.8441,2,42.88,2466.96142578125
3576,3914,8687,47.8441,2,7.0,1314.9862060546875
3577,3914,8687,47.8441,2,1.7000000000000002,229.9289093017578
3578,3914,8687,47.8441,2,35.88,2344.89501953125
3579,3914,8687,47.8441,2,5.5,349.3555908203125
3580,3914,8687,47.8441,2,6.0,1207.1121826171875
3581,3914,8687,47.8441,2,38.0,2233.36669921875
3582,3914,8687,47.8441,2,5.49,1391.609375
3583,3914,8687,47.8441,2,4.5,538.2297973632812
3584,8488,999,118.5876,2,3.5,558.068115234375
3585,8488,999,118.5876,2,4.5,1262.2467041015625
3586,1417,3643,64.4091,2,1.55,377.2688598632813
3587,1417,3643,64.4091,2,0.0,346.5220947265625
3588,1417,3643,64.4091,2,0.0,2466.96142578125
3590,1417,3643,64.4091,2,1.25,374.6955871582031
3591,1417,3643,64.4091,2,83.5,3571.294921875
3592,1417,3643,64.4091,2,0.9,175.3656768798828
3593,1417,3643,64.4091,2,2.6,352.1832580566406
3594,1440,5768,55.7841,2,2.0,377.2688598632813
3595,1440,5768,55.7841,2,1.95,371.0528259277344
3596,1440,5768,55.7841,2,1.78,371.0528259277344
3597,1440,5768,55.7841,2,17.4,2107.88720703125
3598,1440,5768,55.7841,2,51.0,2890.941650390625
3599,1440,5768,55.7841,2,1.25,374.6955871582031
3600,1743,5306,59.318,2,1.99,377.2688598632813
3601,1743,5306,59.318,2,4.9,774.5349731445312
3602,1743,5306,59.318,2,2.2,344.503173828125
3603,1814,8909,47.3371,2,1.8,377.2688598632813
3604,1814,8909,47.3371,2,20.0,1781.992919921875
3605,1814,8909,47.3371,2,13.0,1960.164794921875
3606,1814,8909,47.3371,2,7.75,1805.0841064453125
3607,1814,8909,47.3371,2,3.1,357.4385070800781
3608,1814,8909,47.3371,2,2.3,349.3555908203125
3609,1814,8909,47.3371,2,1.33,374.6955871582031
3610,1814,8909,47.3371,2,8.75,1781.0675048828125
3611,2057,893,136.0654,2,1.99,377.2688598632813
3612,2125,8466,48.2867,2,5.0,377.2688598632813
3613,2125,8466,48.2867,2,5.49,346.2389221191406
3614,2125,8466,48.2867,2,5.99,346.5220947265625
3615,2125,8466,48.2867,2,5.8,346.5220947265625
3616,2125,8466,48.2867,2,22.0,1935.60107421875
3617,2125,8466,48.2867,2,25.69,2088.57373046875
3618,2125,8466,48.2867,2,2.88,349.3555908203125
3619,2125,8466,48.2867,2,5.5,1230.9906005859375
3620,2125,8466,48.2867,2,5.0,340.8158569335937
3621,2125,8466,48.2867,2,5.05,377.44183349609375
3622,2135,5395,58.8718,2,2.89,377.2688598632813
3623,2135,5395,58.8718,2,1.6,208.86343383789065
3624,2135,5395,58.8718,2,0.95,210.09674072265625
3625,2135,5395,58.8718,2,12.0,346.5220947265625
3626,2135,5395,58.8718,2,26.5,1791.7022705078125
3627,2135,5395,58.8718,2,5.5,359.9378662109375
3628,2135,5395,58.8718,2,3.3,352.1832580566406
3629,2135,5395,58.8718,2,0.33,117.36288452148438
3630,2135,5395,58.8718,2,0.5,133.20181274414062
3631,2291,5768,55.7841,2,1.49,377.2688598632813
3632,2291,5768,55.7841,2,1.3,208.86343383789065
3633,2291,5768,55.7841,2,3.05,357.4385070800781
3634,2291,5768,55.7841,2,7.14,1814.10986328125
3635,2291,5768,55.7841,2,2.0,321.1163024902344
3636,2292,8278,49.7292,2,1.49,377.2688598632813
3637,2292,8278,49.7292,2,1.3,208.86343383789065
3638,2292,8278,49.7292,2,38.0,2561.85205078125
3639,2424,75,965.0609,2,40.0,377.2688598632813
3641,2424,75,965.0609,2,0.1,340.8158569335937
3642,2424,75,965.0609,2,0.1,340.8158569335937
3643,2598,5500,57.2873,2,1.7000000000000002,377.2688598632813
3644,2598,5500,57.2873,2,1.0,244.14215087890625
3645,2629,4988,60.2189,2,1.95,377.2688598632813
3646,2629,4988,60.2189,2,1.95,371.0528259277344
3647,2629,4988,60.2189,2,0.52,135.06936645507812
3648,2629,4988,60.2189,2,14.12,1937.44921875
3649,2629,4988,60.2189,2,17.69,2321.72412109375
3650,2629,4988,60.2189,2,2.95,349.3555908203125
3651,2629,4988,60.2189,2,0.0,2146.6923828125
3652,2629,4988,60.2189,2,0.6900000000000001,125.21430206298828
3653,2744,7304,51.8542,2,1.4,377.2688598632813
3654,2744,7304,51.8542,2,10.98,1848.458251953125
3655,2744,7304,51.8542,2,19.99,1935.60107421875
3656,2744,7304,51.8542,2,7.69,1805.0841064453125
3657,2744,7304,51.8542,2,3.1,357.4385070800781
3658,2744,7304,51.8542,2,2.0,321.1163024902344
3659,2939,8909,47.3371,2,1.8,377.2688598632813
3660,2939,8909,47.3371,2,1.5,352.5790100097656
3661,2939,8909,47.3371,2,3.4,355.159423828125
3662,2939,8909,47.3371,2,16.0,2093.122802734375
3663,2939,8909,47.3371,2,2.85,355.48809814453125
3664,2939,8909,47.3371,2,39.99,2561.85205078125
3665,2939,8909,47.3371,2,48.99,2724.619873046875
3666,2939,8909,47.3371,2,3.0,357.4385070800781
3667,2939,8909,47.3371,2,64.21,2827.328857421875
3668,2939,8909,47.3371,2,1.33,374.6955871582031
3669,2939,8909,47.3371,2,2.4,385.54437255859375
3670,2942,1570,96.925,2,3.45,377.2688598632813
3671,2942,1570,96.925,2,9.98,355.159423828125
3672,2942,1570,96.925,2,0.35,174.53164672851562
3673,2942,1570,96.925,2,15.0,1848.458251953125
3674,2942,1570,96.925,2,15.75,1935.60107421875
3675,2942,1570,96.925,2,2.0,201.90231323242188
3676,2942,1570,96.925,2,37.4,1570.2039794921875
3677,2942,1570,96.925,2,26.0,1570.2039794921875
3678,2942,1570,96.925,2,1.0,144.22659301757812
3679,2944,6758,53.5401,2,2.22,377.2688598632813
3680,2944,6758,53.5401,2,1.9,377.2688598632813
3681,2944,6758,53.5401,2,1.8,377.2688598632813
3682,2944,6758,53.5401,2,1.32,377.2688598632813
3683,2944,6758,53.5401,2,14.75,1960.164794921875
3684,2944,6758,53.5401,2,4.4,1207.1121826171875
3685,2944,6758,53.5401,2,1.34,220.6751251220703
3686,2944,6758,53.5401,2,4.5,1233.53759765625
3687,2948,893,136.0654,2,1.9,377.2688598632813
3688,2948,893,136.0654,2,8.15,346.2389221191406
3689,2948,893,136.0654,2,1.0,386.4661254882813
3690,2965,2888,71.8474,2,1.4,377.2688598632813
3691,2965,2888,71.8474,2,29.7,2536.2099609375
3692,2965,2888,71.8474,2,3.19,357.4385070800781
3693,2965,2888,71.8474,2,14.75,2706.125
3694,2971,8687,47.8441,2,1.5,377.2688598632813
3695,2971,8687,47.8441,2,3.15,357.4385070800781
3696,2971,8687,47.8441,2,24.5,1772.1024169921875
3697,2971,8687,47.8441,2,2.0,321.1163024902344
3698,2986,8278,49.7292,2,1.5,377.2688598632813
3699,2986,8278,49.7292,2,20.49,2299.187744140625
3700,2986,8278,49.7292,2,4.8,346.2389221191406
3701,2986,8278,49.7292,2,8.88,1779.791015625
3702,2986,8278,49.7292,2,3.39,357.4385070800781
3703,2986,8278,49.7292,2,3.15,357.4385070800781
3704,2986,8278,49.7292,2,2.0,321.1163024902344
3705,2998,2212,81.3182,2,1.45,377.2688598632813
3706,2998,2212,81.3182,2,1.4,201.90231323242188
3707,2998,2212,81.3182,2,2.8,349.3555908203125
3708,2998,2212,81.3182,2,2.45,349.3555908203125
3709,2998,2212,81.3182,2,1.25,374.6955871582031
3710,2998,2212,81.3182,2,1.09,374.6955871582031
3711,2998,2212,81.3182,2,2.0,321.1163024902344
3712,2998,2212,81.3182,2,0.99,233.0282745361328
3713,2998,2212,81.3182,2,0.94,334.5866394042969
3714,2998,2212,81.3182,2,0.85,352.6734924316406
3715,3143,2464,77.9791,2,1.69,377.2688598632813
3716,3143,2464,77.9791,2,1.26,208.86343383789065
3717,3143,2464,77.9791,2,0.0,2274.547607421875
3718,3143,2464,77.9791,2,1.0,231.70266723632807
3719,3143,2464,77.9791,2,3.15,357.4385070800781
3720,3143,2464,77.9791,2,2.2,349.3555908203125
3721,3143,2464,77.9791,2,0.0,1990.9708251953125
3722,3161,6920,52.6608,2,2.0,377.2688598632813
3723,3161,6920,52.6608,2,1.9,377.2688598632813
3724,3161,6920,52.6608,2,1.7000000000000002,377.2688598632813
3725,3161,6920,52.6608,2,6.99,359.75738525390625
3726,3161,6920,52.6608,2,2.5,349.3555908203125
3727,3161,6920,52.6608,2,4.99,635.8358154296875
3728,3161,6920,52.6608,2,0.85,440.0404968261719
3729,3199,8909,47.3371,2,1.4,377.2688598632813
3730,3199,8909,47.3371,2,0.9,437.3978271484375
3731,3199,8909,47.3371,2,2.95,355.48809814453125
3732,3199,8909,47.3371,2,3.1,357.4385070800781
3733,3199,8909,47.3371,2,3.59,634.8541870117188
3734,3199,8909,47.3371,2,25.0,1459.97314453125
3735,3199,8909,47.3371,2,1.38,374.6955871582031
3736,3199,8909,47.3371,2,2.1,321.1163024902344
3737,3361,9127,45.8101,2,3.95,377.2688598632813
3738,3361,9127,45.8101,2,65.0,2536.2099609375
3739,3361,9127,45.8101,2,1.15,188.5995635986328
3740,3361,9127,45.8101,2,11.0,583.714599609375
3741,3361,9127,45.8101,2,2.5,365.5700073242188
3742,3482,2464,77.9791,2,1.7000000000000002,377.2688598632813
3743,3482,2464,77.9791,2,10.88,1848.458251953125
3744,3482,2464,77.9791,2,3.05,357.4385070800781
3745,3482,2464,77.9791,2,2.25,349.3555908203125
3746,3482,2464,77.9791,2,23.0,1626.57568359375
3747,3482,2464,77.9791,2,2.1,321.1163024902344
3748,3615,3807,63.5709,2,1.95,377.2688598632813
3749,3615,3807,63.5709,2,24.6,1817.6241455078125
3750,3615,3807,63.5709,2,22.99,3431.086181640625
3751,3615,3807,63.5709,2,24.0,1854.5643310546875
3752,3615,3807,63.5709,2,22.45,2662.865234375
3753,3654,2565,77.5395,2,1.4,377.2688598632813
3754,3654,2565,77.5395,2,0.55,143.5439910888672
3755,3654,2565,77.5395,2,19.99,1935.60107421875
3756,3654,2565,77.5395,2,8.88,1779.791015625
3757,3654,2565,77.5395,2,3.15,357.4385070800781
3758,3654,2565,77.5395,2,1.25,374.6955871582031
3759,3654,2565,77.5395,2,1.15,374.6955871582031
3760,3654,2565,77.5395,2,2.1,321.1163024902344
3761,3654,2565,77.5395,2,0.4,294.9102783203125
3762,3654,2565,77.5395,2,1.0,237.4932098388672
3763,3776,7545,50.9701,2,1.5,377.2688598632813
3764,3776,7545,50.9701,2,3.1,357.4385070800781
3765,3776,7545,50.9701,2,5.75,359.75738525390625
3766,3776,7545,50.9701,2,2.5,349.3555908203125
3767,3776,7545,50.9701,2,1.4,374.6955871582031
3768,3776,7545,50.9701,2,2.85,352.1832580566406
3769,3782,3503,65.4884,2,1.5,377.2688598632813
3770,3782,3503,65.4884,2,3.9,355.159423828125
3771,3782,3503,65.4884,2,36.0,2561.85205078125
3772,3782,3503,65.4884,2,3.17,357.4385070800781
3773,3782,3503,65.4884,2,3.0,357.4385070800781
3774,3782,3503,65.4884,2,3.12,357.4385070800781
3775,3782,3503,65.4884,2,19.5,2118.37890625
3776,3782,3503,65.4884,2,2.5,349.3555908203125
3777,3782,3503,65.4884,2,1.4,374.6955871582031
3778,3782,3503,65.4884,2,22.0,1911.1756591796875
3779,3800,2035,84.603,2,7.0,377.2688598632813
3780,3800,2035,84.603,2,37.0,2590.26318359375
3781,3800,2035,84.603,2,25.0,1779.791015625
3782,3800,2035,84.603,2,19.0,626.4107055664062
3783,3800,2035,84.603,2,30.0,2855.12646484375
3784,3800,2035,84.603,2,9.0,1043.4345703125
3785,3851,6370,54.809,2,1.9,377.2688598632813
3786,3851,6370,54.809,2,52.0,3157.23876953125
3787,3851,6370,54.809,2,2.22,371.0528259277344
3788,3851,6370,54.809,2,1.78,371.0528259277344
3789,3851,6370,54.809,2,10.99,1848.458251953125
3790,3851,6370,54.809,2,17.4,1935.60107421875
3791,3851,6370,54.809,2,34.9,2724.619873046875
3792,3851,6370,54.809,2,0.5,265.0518493652344
3793,3856,2122,84.2438,2,1.55,377.2688598632813
3794,3856,2122,84.2438,2,3.79,355.48809814453125
3795,3856,2122,84.2438,2,1.0,210.09674072265625
3796,3856,2122,84.2438,2,37.0,2561.85205078125
3797,3856,2122,84.2438,2,36.5,2561.85205078125
3798,3856,2122,84.2438,2,16.2,2353.768798828125
3799,3856,2122,84.2438,2,25.0,2466.96142578125
3800,3856,2122,84.2438,2,88.69,3100.325439453125
3801,3856,2122,84.2438,2,53.0,2827.328857421875
3802,3856,2122,84.2438,2,2.5,349.3555908203125
3803,3856,2122,84.2438,2,1.25,374.6955871582031
3804,3856,2122,84.2438,2,82.49,3172.456298828125
3805,3856,2122,84.2438,2,15.0,2643.591064453125
3806,3965,657,151.1546,2,2.69,377.2688598632813
3807,3965,657,151.1546,2,1.75,208.86343383789065
3808,3965,657,151.1546,2,25.5,2466.96142578125
3809,3965,657,151.1546,2,25.5,1826.1949462890625
3810,3965,657,151.1546,2,3.5,321.1163024902344
3811,3965,657,151.1546,2,6.15,387.7312622070313
3812,4026,5306,59.318,2,2.8,377.2688598632813
3813,4026,5306,59.318,2,25.0,2118.37890625
3814,4026,5306,59.318,2,4.99,352.1832580566406
3815,4026,5306,59.318,2,0.25,153.41778564453125
3816,4036,7794,50.0555,2,2.0,377.2688598632813
3817,4036,7794,50.0555,2,5.5,1040.2330322265625
3818,4036,7794,50.0555,2,26.0,2299.187744140625
3819,4036,7794,50.0555,2,54.5,2890.941650390625
3820,4036,7794,50.0555,2,0.9,184.6904754638672
3821,4036,7794,50.0555,2,3.9,349.3555908203125
3823,4036,7794,50.0555,2,1.4,208.69439697265625
3824,4036,7794,50.0555,2,4.1,603.8977661132812
3825,4036,7794,50.0555,2,1.15,182.59957885742188
3826,4110,8278,49.7292,2,1.9,377.2688598632813
3827,4110,8278,49.7292,2,2.95,355.48809814453125
3828,4110,8278,49.7292,2,3.1,357.4385070800781
3829,4110,8278,49.7292,2,0.26,153.41778564453125
3830,4110,8278,49.7292,2,0.25,153.41778564453125
3831,4111,7304,51.8542,2,2.2,377.2688598632813
3832,4111,7304,51.8542,2,1.89,377.2688598632813
3833,4111,7304,51.8542,2,4.75,355.159423828125
3834,4111,7304,51.8542,2,4.2,355.159423828125
3835,4111,7304,51.8542,2,3.8,355.159423828125
3836,4111,7304,51.8542,2,3.5,355.48809814453125
3837,4111,7304,51.8542,2,17.5,1937.44921875
3838,4111,7304,51.8542,2,2.75,349.3555908203125
3839,4111,7304,51.8542,2,1.1,352.6734924316406
3840,4146,5694,55.8448,2,2.4,377.2688598632813
3841,4146,5694,55.8448,2,0.9,144.22659301757812
3842,4174,8687,47.8441,2,1.8,377.2688598632813
3843,4174,8687,47.8441,2,30.0,2536.2099609375
3844,4174,8687,47.8441,2,2.9,355.48809814453125
3845,4174,8687,47.8441,2,2.85,355.48809814453125
